#Gamma = 1.333333333333333333333333 Rcr = 8. uu1cr = -0.25 rhocr = 0.000421875
#Nx = 128 Rin = 1.9 Rout = 20. R0 = 0 xstart = 0.641853886172394775991036 dx = 0.01838967490141872044878272 istart = -11
# i	myx	myr	rho	uu1	u
48 1.533753118891202717756998 4.63554195529519081786335 0.0007691208712121945504 -0.4084210747563633792 0.0002114044137445957741
49 1.55214279379262143820578 4.72157671589346380488838 0.0007528260074313292504 -0.4021935096114433559 0.0002054537503965394934
50 1.570532468694040158654563 4.80920826498002710850152 0.0007369309619277851231 -0.3960315627975505849 0.0001996903108021961511
51 1.588922143595458879103346 4.89846623863986086935096 0.0007214255549829828688 -0.3899348148189601131 0.0001941079327372844194
52 1.607311818496877599552129 4.98938082299794075091853 0.0007062998744859067715 -0.3839028505217648738 0.0001887006633288426599
53 1.625701493398296320000911 5.08198276442787369142482 0.0006915442687666229988 -0.3779352590265221714 0.0001834627517902137584
54 1.644091168299715040449694 5.17630337995000395746372 0.0006771493396233052902 -0.3720316336599163795 0.0001783886424118308506
55 1.662480843201133760898477 5.27237456782250603145879 0.0006631059355374945654 -0.3661915718853902375 0.0001734729677987003663
56 1.680870518102552481347259 5.37022881832904613118757 0.0006494051450724629472 -0.3604146752326972851 0.0001687105423458051008
57 1.699260193003971201796042 5.46989922476666063710183 0.000636038290449692763 -0.3547005492263282502 0.0001640963559429645568
58 1.717649867905389922244825 5.57141949463756741446236 0.0006229969212986173683 -0.3490488033127646069 0.0001596255679009930198
59 1.736039542806808642693608 5.67482396104869498530596 0.0006102728085749032421 -0.3434590507865130537 0.0001552935010912881446
60 1.75442921770822736314239 5.78014759432278475329411 0.0005978579386426818154 -0.3379309087148753491 0.0001510956362912646247
61 1.772818892609646083591173 5.88742601382499303631468 0.0005857445075162650417 -0.3324639978614087727 0.0001470276067283191828
62 1.791208567511064804039956 5.99669550000899254151746 0.0005739249152570008642 -0.3270579426080334865 0.000143085192815275011
63 1.809598242412483524488738 6.10799300668664714990916 0.0005623917605210435999 -0.3217123708757442495 0.0001392643170705062687
64 1.827987917313902244937521 6.2213561735254094878181 0.0005511378352539299266 -0.3164269140438853007 0.0001355610392161866459
65 1.846377592215320965386304 6.33682333877766777603385 0.0005401561195279637028 -0.3112012068679487916 0.0001319715514483406514
66 1.864767267116739685835087 6.45443355224634689027742 0.0005294397765185223831 -0.3060348873958589174 0.0001284921738726025036
67 1.883156942018158406283869 6.57422658849114846539234 0.0005189821476155043749 -0.3009275968827058879 0.0001251193500998055925
68 1.901546616919577126732652 6.69624296027989625728656 0.0005087767476662404076 -0.2958789797038960961 0.000121849642995735733
69 1.919936291820995847181435 6.82052393228953586872227 0.0004988172603462929272 -0.2908886832666873098 0.000118679730579584132
70 1.938325966722414567630217 6.94711153506142237557837 0.0004890975336546657837 -0.2859563579200804162 0.0001156064020658314148
71 1.956715641623833288079 7.0760485792156153877527 0.0004796115755300420746 -0.2810816568630422331 0.0001126265540444824554
72 1.975105316525252008527783 7.20737866992898867251059 0.0004703535495847610801 -0.2762642360510371454 0.0001097371867947533959
73 1.993494991426670728976566 7.3411462216820506874472 0.0004613177709533357939 -0.2715037541008488545 0.0001069354007274873601
74 2.011884666328089449425348 7.47739647327946324548593 0.0004524987022524007019 -0.2667998721936773601 0.0001042183929517441961
75 2.030274341229508169874131 7.61617550314933809621714 0.0004438909496490652817 -0.2621522539765004071 0.0001015834539611723576
76 2.048664016130926890322914 7.75753024492648548769379 0.0004354892590347321982 -0.2575605654616930747 0.0000990279644359279695
77 2.067053691032345610771696 7.90150850332488480242833 0.0004272885123015204771 -0.2530244749249039321 0.0000965493921560574215
78 2.085443365933764331220479 8.04815897030474517325406 0.0004192837237185130851 -0.248543652801191245 0.0000941452890224057229
79 2.103833040835183051669262 8.19753124153962361200321 0.0004114700364051252813 -0.2441177715794281803 0.0000918132881812534623
80 2.122222715736601772118045 8.34967583318916966030629 0.0004038427188989653102 -0.2397465056949915517 0.0000895511012490208904
81 2.140612390638020492566827 8.50464419898316893155111 0.0003963971618156316569 -0.2354295314207549234 0.0000873565156335082809
82 2.15900206553943921301561 8.66248874762266319111024 0.0003891288745979624492 -0.2311665267564131047 0.0000852273919482678745
83 2.177391740440857933464393 8.82326286050403185395652 0.0003820334823523215691 -0.226957171316171919 0.0000831616615168241916
84 2.195781415342276653913175 8.98702090977202900100274 0.0003751067227695733888 -0.2228011462148441877 0.00008115732396357669102
85 2.214171090243695374361958 9.15381827670788126486101 0.0003683444431284636005 -0.2186981339524002572 0.00007921244488833173933
86 2.232560765145114094810741 9.32371137045866524984329 0.0003617425973791873612 -0.214647818297029147 0.00007732515362151978047
87 2.250950440046532815259524 9.49675764711429856823915 0.0003552972433049880532 -0.2106498841667744353 0.00007549364105725862462
88 2.269340114947951535708306 9.67301562913859613424186 0.0003490045397596903889 -0.2067040175098173452 0.00007371615756152504378
89 2.287729789849370256157089 9.85254492516096309810804 0.0003428607439791303693 -0.2028099051834881397 0.00007199101095279449396
90 2.306119464750788976605872 10.03540625013541776672382 0.0003368622089645018375 -0.1989672348320958369 0.00007031656455260292651
91 2.324509139652207697054654 10.22166144587376208395838 0.0003310053809356950292 -0.1951756947636754323 0.00006869123530357541215
92 2.342898814553626417503437 10.41137350195984377702706 0.00032528679685275671 -0.1914349738257611974 0.00006711349195255381914
93 2.36128848945504513795222 10.60460657705198315635234 0.0003197030820036541553 -0.1877447612803042469 0.00006558185329654015389
94 2.379678164356463858401003 10.8014260205807688296884 0.0003142509476565765199 -0.184104746677862321 0.00006409488648925353345
95 2.398067839257882578849785 11.00189839484956030095899 0.000308927188775056975 -0.1805146197311996695 0.00006265120540617718661
96 2.416457514159301299298568 11.20609149754517161556831 0.0003037286817942474613 -0.1769740701884449508 0.00006124946906604750209
97 2.434847189060720019747351 11.41407438466634893293884 0.0002986523824567250468 -0.1734827877059651545 0.00005988838010681005302
98 2.453236863962138740196133 11.6259173938777962006217 0.0002936953237062546727 -0.1700404617211236879 0.00005856668331413781644
99 2.471626538863557460644916 11.84169216829764702029907 0.0002888546136379775782 -0.1666467813251008765 0.00005728316420067457205
100 2.490016213764976181093699 12.06147168072642738302387 0.0002841274335035379504 -0.1633014351359651584 0.00005603664763423180232
101 2.508405888666394901542482 12.28533025832570325869536 0.0002795110357697023278 -0.1600041111721931795 0.00005482599651323039599
102 2.526795563567813621991264 12.51334360775475910354291 0.0002750027422290670734 -0.1567544967268467291 0.00005365011048773918014
103 2.545185238469232342440047 12.74558884077380825071718 0.000270599942161488804 -0.1535522782426239607 0.00005250792472452083939
104 2.56357491337065106288883 12.98214450032239392535308 0.0002663000905449110639 -0.1503971411880115493 0.00005139840871455220762
105 2.581964588272069783337612 13.22309058708180033003097 0.0002621007063142977761 -0.1472887699347732732 0.00005032056512154031137
106 2.600354263173488503786395 13.4685085865304569337705 0.0002579993706674201041 -0.144226847637018929 0.00004927342867000797478
107 2.618743938074907224235178 13.71848149650148582290176 0.0002539937254162783583 -0.1412110561121053952 0.00004825606507157333586
108 2.637133612976325944683961 13.97309385525171179175692 0.0002500814713829744542 -0.1382410757236290175 0.00004726756998809633374
109 2.655523287877744665132743 14.2324317700516278225423 0.0002462603668388832622 -0.1353165852667751882 0.00004630706803041218079
110 2.673912962779163385581526 14.49658294630598478548392 0.0002425282259860029264 -0.1324372618562970002 0.00004537371179141708181
111 2.692302637680582106030309 14.76563671721485364197159 0.0002388829174793949434 -0.1296027808174000665 0.00004446668091231507492
112 2.710692312582000826479091 15.0396840739851912156455 0.0002353223629896544834 -0.1268128155798149665 0.00004358518118087689777
113 2.729081987483419546927874 15.31881769660312677099185 0.0002318445358043801107 -0.1240670375753422144 0.00004272844366060228585
114 2.747471662384838267376657 15.60313198517737626900032 0.0002284474594676397628 -0.1213651161391571015 0.00004189572384971614049
115 2.76586133728625698782544 15.89272309186438431891926 0.0002251292064564565745 -0.1187067184151631503 0.00004108630086896661518
116 2.784251012187675708274222 16.18768895338599057944396 0.0002218878968933639162 -0.1160915092656831934 0.00004029947667722940988
117 2.802640687089094428723005 16.4881293241506177483235 0.0002187216972941038722 -0.11351915118577618 0.00003953457531395748355
118 2.821030361990513149171788 16.7941458099891823841404 0.0002156288193495673378 -0.1109893042224656742 0.00003879094216754904185
119 2.83942003689193186962057 17.1058419025171376969327 0.0002126075187410969751 -0.1085016258991625824 0.0000380679432687390754
120 2.857809711793350590069353 17.4233230141342691956907 0.000209656093988296479 -0.1060557711455598988 0.00003736496460815095943
121 2.876199386694769310518136 17.7466965136740797621965 0.0002067728853285109667 -0.1036513922332711453 0.00003668141147717471867
122 2.894589061596188030966919 18.0760717627148204051049 0.0002039562736271638573 -0.10128813871747668095 0.00003601670783136755678
123 2.912978736497606751415701 18.4115601525644467099047 0.0002012046793181553738 -0.09896565738483313891 0.0000353702956756001839
124 2.931368411399025471864484 18.7532751419320089151092 0.0001985165613735467974 -0.09668359220789091293 0.00003474163447019939147
125 2.949758086300444192313267 19.1013322952982156897881 0.0001958904163017728713 -0.09444158430625284965 0.00003413020055736325542
126 2.96814776120186291276205 19.455849321998148140881 0.0001933247771736423091 -0.092239271914694119 0.00003353548660715033598
127 2.986537436103281633210832 19.8169461160293414205819 0.00019081821267540324 -0.09007629035844864853 0.00003295700108236831854
128 3.004927111004700353659615 20.1847447965986966159233 0.0001883693261881666593 -0.08795227203585154597 0.00003239426772171074109
129 3.023316785906119074108398 20.5593697494219354674519 0.0001859767548929965632 -0.08586684640850963747 0.0000318468250405128122
130 3.04170646080753779455718 20.9409476687895649661088 0.0001836391689009904797 -0.0838196399991536641 0.00003131422584851887277
131 3.060096135708956515005963 21.3296076004135781031484 0.0001813552704076885831 -0.08181027639730586906 0.00003079603678407482504
132 3.078485810610375235454746 21.7254809850693810848366 0.0001791237928711635402 -0.0798383762728757413 0.00003029183786417887595
133 3.096875485511793955903529 22.1287017030477062610469 0.0001769435002131567066 -0.0779035573977746423 0.00002980122204984324625
134 3.115265160413212676352311 22.5394061194315439456776 0.0001748131860426393142 -0.07600543467561702154 0.00002932379482623811251
135 3.133654835314631396801094 22.9577331302134053196819 0.0001727316729011898974 -0.07414362017955202631 0.00002885917379710700281
136 3.152044510216050117249877 23.3838242092685127988002 0.0001706978115295914241 -0.07231772319824464378 0.00002840698829296018534
137 3.170434185117468837698659 23.8178234561998037139086 0.0001687104801550634734 -0.07052735029000019844 0.00002796687899256929896
138 3.188823860018887558147442 24.2598776450709279901629 0.0001667685837985563602 -0.06877210534500019295 0.00002753849755730260034
