  0.100000E+01  0.250000E+00  0.100000E+01  0.187500E+01
  0.100000E+01  0.000000E+00  0.141421E+01  0.100000E+01 0.04166667  0.1022E+01
  0.100001E+01  0.983927E-05  0.141419E+01  0.999990E+00 0.04166735  0.1022E+01
  0.100001E+01  0.100685E-04  0.141419E+01  0.999990E+00 0.04166737  0.1022E+01
  0.100001E+01  0.103030E-04  0.141419E+01  0.999990E+00 0.04166738  0.1022E+01
  0.100001E+01  0.105430E-04  0.141419E+01  0.999989E+00 0.04166740  0.1022E+01
  0.100001E+01  0.107886E-04  0.141419E+01  0.999989E+00 0.04166742  0.1022E+01
  0.100001E+01  0.110399E-04  0.141419E+01  0.999989E+00 0.04166743  0.1022E+01
  0.100001E+01  0.112970E-04  0.141419E+01  0.999989E+00 0.04166745  0.1022E+01
  0.100001E+01  0.115602E-04  0.141419E+01  0.999988E+00 0.04166747  0.1022E+01
  0.100001E+01  0.118294E-04  0.141419E+01  0.999988E+00 0.04166749  0.1022E+01
  0.100001E+01  0.121050E-04  0.141419E+01  0.999988E+00 0.04166751  0.1022E+01
  0.100001E+01  0.123869E-04  0.141419E+01  0.999988E+00 0.04166753  0.1022E+01
  0.100001E+01  0.126755E-04  0.141419E+01  0.999987E+00 0.04166755  0.1022E+01
  0.100001E+01  0.129707E-04  0.141419E+01  0.999987E+00 0.04166757  0.1022E+01
  0.100001E+01  0.132729E-04  0.141419E+01  0.999987E+00 0.04166759  0.1022E+01
  0.100001E+01  0.135820E-04  0.141418E+01  0.999986E+00 0.04166761  0.1022E+01
  0.100001E+01  0.138984E-04  0.141418E+01  0.999986E+00 0.04166763  0.1022E+01
  0.100001E+01  0.142221E-04  0.141418E+01  0.999986E+00 0.04166765  0.1022E+01
  0.100001E+01  0.145534E-04  0.141418E+01  0.999985E+00 0.04166768  0.1022E+01
  0.100001E+01  0.148924E-04  0.141418E+01  0.999985E+00 0.04166770  0.1022E+01
  0.100002E+01  0.152393E-04  0.141418E+01  0.999985E+00 0.04166772  0.1022E+01
  0.100002E+01  0.155943E-04  0.141418E+01  0.999984E+00 0.04166775  0.1022E+01
  0.100002E+01  0.159575E-04  0.141418E+01  0.999984E+00 0.04166777  0.1022E+01
  0.100002E+01  0.163292E-04  0.141418E+01  0.999984E+00 0.04166780  0.1022E+01
  0.100002E+01  0.167096E-04  0.141418E+01  0.999983E+00 0.04166783  0.1022E+01
  0.100002E+01  0.170988E-04  0.141418E+01  0.999983E+00 0.04166785  0.1022E+01
  0.100002E+01  0.174971E-04  0.141418E+01  0.999983E+00 0.04166788  0.1022E+01
  0.100002E+01  0.179047E-04  0.141418E+01  0.999982E+00 0.04166791  0.1022E+01
  0.100002E+01  0.183217E-04  0.141417E+01  0.999982E+00 0.04166794  0.1022E+01
  0.100002E+01  0.187485E-04  0.141417E+01  0.999981E+00 0.04166797  0.1022E+01
  0.100002E+01  0.191852E-04  0.141417E+01  0.999981E+00 0.04166800  0.1022E+01
  0.100002E+01  0.196321E-04  0.141417E+01  0.999980E+00 0.04166803  0.1022E+01
  0.100002E+01  0.200894E-04  0.141417E+01  0.999980E+00 0.04166806  0.1022E+01
  0.100002E+01  0.205574E-04  0.141417E+01  0.999979E+00 0.04166809  0.1022E+01
  0.100002E+01  0.210362E-04  0.141417E+01  0.999979E+00 0.04166813  0.1022E+01
  0.100002E+01  0.215262E-04  0.141417E+01  0.999978E+00 0.04166816  0.1022E+01
  0.100002E+01  0.220277E-04  0.141417E+01  0.999978E+00 0.04166820  0.1022E+01
  0.100002E+01  0.225408E-04  0.141417E+01  0.999977E+00 0.04166823  0.1022E+01
  0.100002E+01  0.230658E-04  0.141416E+01  0.999977E+00 0.04166827  0.1022E+01
  0.100002E+01  0.236031E-04  0.141416E+01  0.999976E+00 0.04166831  0.1022E+01
  0.100002E+01  0.241529E-04  0.141416E+01  0.999976E+00 0.04166834  0.1022E+01
  0.100002E+01  0.247155E-04  0.141416E+01  0.999975E+00 0.04166838  0.1022E+01
  0.100003E+01  0.252912E-04  0.141416E+01  0.999975E+00 0.04166842  0.1022E+01
  0.100003E+01  0.258803E-04  0.141416E+01  0.999974E+00 0.04166846  0.1022E+01
  0.100003E+01  0.264832E-04  0.141416E+01  0.999974E+00 0.04166851  0.1022E+01
  0.100003E+01  0.271001E-04  0.141416E+01  0.999973E+00 0.04166855  0.1022E+01
  0.100003E+01  0.277313E-04  0.141415E+01  0.999972E+00 0.04166859  0.1022E+01
  0.100003E+01  0.283773E-04  0.141415E+01  0.999972E+00 0.04166864  0.1022E+01
  0.100003E+01  0.290383E-04  0.141415E+01  0.999971E+00 0.04166868  0.1022E+01
  0.100003E+01  0.297147E-04  0.141415E+01  0.999970E+00 0.04166873  0.1022E+01
  0.100003E+01  0.304069E-04  0.141415E+01  0.999970E+00 0.04166878  0.1022E+01
  0.100003E+01  0.311152E-04  0.141415E+01  0.999969E+00 0.04166883  0.1022E+01
  0.100003E+01  0.318400E-04  0.141415E+01  0.999968E+00 0.04166888  0.1022E+01
  0.100003E+01  0.325816E-04  0.141414E+01  0.999967E+00 0.04166893  0.1022E+01
  0.100003E+01  0.333406E-04  0.141414E+01  0.999967E+00 0.04166898  0.1022E+01
  0.100003E+01  0.341172E-04  0.141414E+01  0.999966E+00 0.04166904  0.1022E+01
  0.100003E+01  0.349119E-04  0.141414E+01  0.999965E+00 0.04166909  0.1022E+01
  0.100004E+01  0.357252E-04  0.141414E+01  0.999964E+00 0.04166915  0.1022E+01
  0.100004E+01  0.365573E-04  0.141414E+01  0.999963E+00 0.04166921  0.1022E+01
  0.100004E+01  0.374089E-04  0.141413E+01  0.999963E+00 0.04166926  0.1022E+01
  0.100004E+01  0.382803E-04  0.141413E+01  0.999962E+00 0.04166932  0.1022E+01
  0.100004E+01  0.391720E-04  0.141413E+01  0.999961E+00 0.04166939  0.1022E+01
  0.100004E+01  0.400845E-04  0.141413E+01  0.999960E+00 0.04166945  0.1022E+01
  0.100004E+01  0.410182E-04  0.141413E+01  0.999959E+00 0.04166952  0.1022E+01
  0.100004E+01  0.419737E-04  0.141412E+01  0.999958E+00 0.04166958  0.1022E+01
  0.100004E+01  0.429514E-04  0.141412E+01  0.999957E+00 0.04166965  0.1022E+01
  0.100004E+01  0.439519E-04  0.141412E+01  0.999956E+00 0.04166972  0.1022E+01
  0.100004E+01  0.449757E-04  0.141412E+01  0.999955E+00 0.04166979  0.1022E+01
