Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.21       1/1           main [1]
[38]     2.4    0.00    0.21       1         init [38]
                0.00    0.16       1/1           pre_init [41]
                0.01    0.00       1/1           init_primitives [89]
                0.00    0.01       1/1           post_init_specific_init [102]
                0.01    0.00       1/2           set_dt [85]
                0.00    0.00       5/110         current_doprecalc [43]
                0.00    0.01       2/4           dump [90]
                0.00    0.01       1/1           init_conservatives [108]
                0.00    0.00       1/22          current_calc [77]
                0.00    0.00       1/2           recompute_fluxpositions [119]
                0.00    0.00       1/2           bound_allprim [122]
                0.00    0.00      11/1511        trifprintf [101]
                0.00    0.00       1/1           post_par_set [126]
                0.00    0.00       1/1           set_grid [127]
                0.00    0.00       1/1           pre_init_specific_init [130]
                0.00    0.00       1/1           prepre_init_specific_init [203]
                0.00    0.00       1/1           init_consts [198]
                0.00    0.00       1/1           init_global [199]
                0.00    0.00       1/1           init_grid [200]
                0.00    0.00       1/1           write_coord_parms [207]
                0.00    0.00       1/1           set_coord_parms [205]
                0.00    0.00       1/1           init_grid_post_set_grid [201]
                0.00    0.00       1/87          pre_fixup [175]
                0.00    0.00       1/106         error_check [172]
                0.00    0.00       1/85          compute_EOS_parms [176]
-----------------------------------------------
                0.04    0.15      84/84          fluxcalc [6]
[39]     2.2    0.04    0.15      84         flux_ct [39]
                0.15    0.00 6251280/14055893     get_geometry [31]
-----------------------------------------------
                0.05    0.12  840000/840000      advance_standard [5]
[40]     2.0    0.05    0.12  840000         diag_source_all [40]
                0.12    0.00 3360000/14421792     UtoU [24]
-----------------------------------------------
                0.00    0.16       1/1           init [38]
[41]     1.9    0.00    0.16       1         pre_init [41]
                0.12    0.00       1/1           init_dumps [45]
                0.04    0.00       1/1           set_arrays [62]
                0.00    0.00       1/2           recompute_fluxpositions [119]
                0.00    0.00       1/1           init_mpi [124]
                0.00    0.00       1/1680001     pickeos_eomtype [139]
-----------------------------------------------
                0.12    0.01 1730736/1730736     fluxcalc_standard [8]
[42]     1.5    0.12    0.01 1730736         getplpr [42]
                0.01    0.00 1730736/1730736     remapdq [109]
                0.01    0.00 1730736/1730736     remapplpr [110]
-----------------------------------------------
                0.00    0.00       5/110         init [38]
                0.10    0.03     105/110         step_ch_simplempi [3]
[43]     1.5    0.10    0.03     110         current_doprecalc [43]
                0.03    0.00 1637240/11801260     ucon_calc_rel4vel [37]
-----------------------------------------------
                0.11    0.01  840000/840000      Utoprim_jon_nonrelcompat_inputnorestmass [16]
[44]     1.4    0.11    0.01  840000         Wp2prim [44]
                0.00    0.01  840000/3360000     pressure_wmrho0 [55]
-----------------------------------------------
                0.12    0.00       1/1           pre_init [41]
[45]     1.4    0.12    0.00       1         init_dumps [45]
                0.00    0.00      19/1511        trifprintf [101]
-----------------------------------------------
                0.08    0.03 1428864/1428864     dump_gen [32]
[46]     1.3    0.08    0.03 1428864         image_content [46]
                0.03    0.00 1428864/4480084     myset [47]
-----------------------------------------------
                0.00    0.00   29768/4480084     debug_content [116]
                0.00    0.00   29768/4480084     fluxdump_content [117]
                0.00    0.00  119072/4480084     rdump_content [113]
                0.00    0.00  119072/4480084     eosdump_content [114]
                0.00    0.00  163724/4480084     gdump_content [88]
                0.01    0.00  327448/4480084     fieldline_content [86]
                0.03    0.00 1428864/4480084     image_content [46]
                0.05    0.00 2262368/4480084     dump_content [50]
[47]     1.0    0.09    0.00 4480084         myset [47]
-----------------------------------------------
                0.00    0.00       1/10019286     bl_coord_ijk [134]
                0.00    0.00       1/10019286     dxdxprim_ijk [132]
                0.00    0.00       8/10019286     set_grid [127]
                0.00    0.00   14884/10019286     gdump_content [88]
                0.00    0.00   29768/10019286     init_dsandvels [120]
                0.00    0.00   59536/10019286     dump_content [50]
                0.02    0.00 2304000/10019286     compute_vorticity [29]
                0.07    0.00 7611088/10019286     dxdxp_numerical [33]
[48]     1.0    0.09    0.00 10019286         bl_coord [48]
-----------------------------------------------
                0.09    0.00 5477312/5477312     simplefast [35]
[49]     1.0    0.09    0.00 5477312         raise_vec [49]
-----------------------------------------------
                0.00    0.09   59536/59536       dump_gen [32]
[50]     1.0    0.00    0.09   59536         dump_content [50]
                0.05    0.00 2262368/4480084     myset [47]
                0.00    0.02  178608/2738656     vchar [30]
                0.00    0.01   59536/59536       compute_entropy [92]
                0.00    0.00   59536/9314020     get_state [27]
                0.00    0.00   59536/14055893     get_geometry [31]
                0.00    0.00   59536/2798192     cs2_compute [63]
                0.00    0.00   59536/10019286     bl_coord [48]
                0.00    0.00   59536/2408237     coord [72]
                0.00    0.00   59536/16343868     pressure_rho0_u [54]
                0.00    0.00   59536/79536       setfdivb [144]
                0.00    0.00   59536/59536       lower_vec [145]
                0.00    0.00   59536/59536       lowerf [146]
-----------------------------------------------
                0.08    0.00 1681892/1681892     dump_gen [32]
[51]     0.9    0.08    0.00 1681892         myfwrite [51]
-----------------------------------------------
                0.08    0.00  840000/840000      advance_standard [5]
[52]     0.9    0.08    0.00  840000         flux2dUavg [52]
-----------------------------------------------
                0.04    0.02      84/84          advance_standard [5]
[53]     0.7    0.04    0.02      84         diag_flux [53]
                0.00    0.00  141792/9314020     get_state [27]
                0.01    0.00  283584/14055893     get_geometry [31]
                0.01    0.00  141792/14421792     UtoU [24]
                0.00    0.00  141792/16343868     pressure_rho0_u [54]
-----------------------------------------------
                0.00    0.00   59536/16343868     dump_content [50]
                0.00    0.00  141792/16343868     diag_flux [53]
                0.00    0.00  840000/16343868     set_guess_Wp [61]
                0.00    0.01 2738656/16343868     vchar [30]
                0.01    0.03 12563884/16343868     mhd_calc_norestmass [9]
[54]     0.6    0.01    0.04 16343868         pressure_rho0_u [54]
                0.04    0.00 16343868/19201596     pressure_rho0_u_idealgas [60]
-----------------------------------------------
                0.00    0.01  840000/3360000     Wp2prim [44]
                0.00    0.04 2520000/3360000     func_Eprime [22]
[55]     0.6    0.00    0.05 3360000         pressure_wmrho0 [55]
                0.05    0.00 3360000/3360000     pressure_wmrho0_idealgas [56]
-----------------------------------------------
                0.05    0.00 3360000/3360000     pressure_wmrho0 [55]
[56]     0.6    0.05    0.00 3360000         pressure_wmrho0_idealgas [56]
-----------------------------------------------
                0.03    0.02 1730736/1730736     flux_compute_general [10]
[57]     0.6    0.03    0.02 1730736         get_wavespeeds [57]
                0.02    0.00 5192208/5192208     max [71]
-----------------------------------------------
                0.00    0.05 5040000/5040000     func_Eprime [22]
[58]     0.6    0.00    0.05 5040000         compute_idwmrho0dp [58]
                0.05    0.00 5040000/5040000     compute_idwmrho0dp_idealgas [59]
-----------------------------------------------
                0.05    0.00 5040000/5040000     compute_idwmrho0dp [58]
[59]     0.6    0.05    0.00 5040000         compute_idwmrho0dp_idealgas [59]
-----------------------------------------------
                0.00    0.00   59536/19201596     compute_entropy_idealgas [93]
                0.01    0.00 2798192/19201596     cs2_compute_idealgas [64]
                0.04    0.00 16343868/19201596     pressure_rho0_u [54]
[60]     0.6    0.05    0.00 19201596         pressure_rho0_u_idealgas [60]
-----------------------------------------------
                0.02    0.03  840000/840000      Utoprim_jon_nonrelcompat_inputnorestmass [16]
[61]     0.6    0.02    0.03  840000         set_guess_Wp [61]
                0.01    0.01  840000/840000      bsq_calc [70]
                0.00    0.00  840000/16343868     pressure_rho0_u [54]
-----------------------------------------------
                0.04    0.00       1/1           pre_init [41]
[62]     0.5    0.04    0.00       1         set_arrays [62]
                0.00    0.00       2/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00   59536/2798192     dump_content [50]
                0.00    0.04 2738656/2798192     vchar [30]
[63]     0.4    0.00    0.04 2798192         cs2_compute [63]
                0.03    0.01 2798192/2798192     cs2_compute_idealgas [64]
-----------------------------------------------
                0.03    0.01 2798192/2798192     cs2_compute [63]
[64]     0.4    0.03    0.01 2798192         cs2_compute_idealgas [64]
                0.01    0.00 2798192/19201596     pressure_rho0_u_idealgas [60]
-----------------------------------------------
                0.00    0.03       2/2           diag [15]
[65]     0.4    0.00    0.03       2         dump_ener [65]
                0.00    0.03     636/636         integrate [66]
                0.00    0.00      70/1511        trifprintf [101]
                0.00    0.00    4844/4895        myfprintf [169]
                0.00    0.00      13/21          myfopen [185]
                0.00    0.00      13/22          myfclose [183]
                0.00    0.00       8/8           integratel [192]
                0.00    0.00       2/2           divbmaxavg [193]
-----------------------------------------------
                0.00    0.03     636/636         dump_ener [65]
[66]     0.4    0.00    0.03     636         integrate [66]
                0.01    0.02       8/8           constotal [67]
-----------------------------------------------
                0.01    0.02       8/8           integrate [66]
[67]     0.4    0.01    0.02       8         constotal [67]
                0.00    0.01   80000/2251172     primtoU [28]
                0.00    0.00   80000/9314020     get_state [27]
                0.00    0.00   80000/14055893     get_geometry [31]
-----------------------------------------------
                0.03    0.00  840000/840000      Utoprim_jon_nonrelcompat_inputnorestmass [16]
[68]     0.3    0.03    0.00  840000         compute_setup_quantities [68]
-----------------------------------------------
                0.03    0.00  840000/840000      advance_standard [5]
[69]     0.3    0.03    0.00  840000         dUtoU [69]
-----------------------------------------------
                0.01    0.01  840000/840000      set_guess_Wp [61]
[70]     0.3    0.01    0.01  840000         bsq_calc [70]
                0.01    0.00  840000/11801260     ucon_calc_rel4vel [37]
-----------------------------------------------
                0.02    0.00 5192208/5192208     get_wavespeeds [57]
[71]     0.2    0.02    0.00 5192208         max [71]
-----------------------------------------------
                0.00    0.00       1/2408237     bl_coord_ijk [134]
                0.00    0.00       1/2408237     dxdxprim_ijk [132]
                0.00    0.00       8/2408237     set_grid [127]
                0.00    0.00      39/2408237     dump_header [133]
                0.00    0.00   14884/2408237     gdump_content [88]
                0.00    0.00   29768/2408237     init_dsandvels [120]
                0.00    0.00   59536/2408237     dump_content [50]
                0.02    0.00 2304000/2408237     compute_vorticity [29]
[72]     0.2    0.02    0.00 2408237         coord [72]
-----------------------------------------------
                0.00    0.00       2/255         bound_allprim [122]
                0.01    0.00      85/255         bound_prim [103]
                0.01    0.00     168/255         bound_evolveprim [87]
[73]     0.2    0.02    0.00     255         bound_prim_user [73]
-----------------------------------------------
                0.02    0.00     168/168         fluxcalc_standard [8]
[74]     0.2    0.02    0.00     168         global_vchar [74]
                0.00    0.00 1765008/1766352     choose_limiter [138]
-----------------------------------------------
                0.02    0.00      84/84          post_fixup [76]
[75]     0.2    0.02    0.00      84         fixup_utoprim [75]
-----------------------------------------------
                0.00    0.02      84/84          step_ch_simplempi [3]
[76]     0.2    0.00    0.02      84         post_fixup [76]
                0.02    0.00      84/84          fixup_utoprim [75]
                0.00    0.00      84/84          bound_pflag [178]
-----------------------------------------------
                0.00    0.00       1/22          init [38]
                0.00    0.02      21/22          step_ch_simplempi [3]
[77]     0.2    0.00    0.02      22         current_calc [77]
                0.02    0.00      22/22          current_calc_1 [78]
-----------------------------------------------
                0.02    0.00      22/22          current_calc [77]
[78]     0.2    0.02    0.00      22         current_calc_1 [78]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.2    0.02    0.00                 dfun2fun_kazfull [79]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.2    0.02    0.00                 get_cold_W_fromEN [80]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.2    0.02    0.00                 pressure_rho0_w [81]
-----------------------------------------------
                                                 <spontaneous>
[82]     0.2    0.02    0.00                 slope_lim_point [82]
-----------------------------------------------
                                                 <spontaneous>
[83]     0.2    0.02    0.00                 u_rho0_p [83]
-----------------------------------------------
                                                 <spontaneous>
[84]     0.2    0.02    0.00                 verify_Wlast [84]
-----------------------------------------------
                0.01    0.00       1/2           post_init_specific_init [102]
                0.01    0.00       1/2           init [38]
[85]     0.2    0.01    0.01       2         set_dt [85]
                0.00    0.01   59536/2738656     vchar [30]
                0.00    0.00   29768/9314020     get_state [27]
                0.00    0.00   29768/14055893     get_geometry [31]
                0.00    0.00      10/31          mpifmin [182]
                0.00    0.00      10/10          dualfprintf [191]
-----------------------------------------------
                0.00    0.01   29768/29768       dump_gen [32]
[86]     0.2    0.00    0.01   29768         fieldline_content [86]
                0.01    0.00  327448/4480084     myset [47]
                0.00    0.00   29768/6952712     primtoflux [11]
                0.00    0.00   29768/9314020     get_state [27]
                0.00    0.00   29768/14055893     get_geometry [31]
-----------------------------------------------
                0.00    0.01     168/168         step_ch_simplempi [3]
[87]     0.2    0.00    0.01     168         bound_evolveprim [87]
                0.01    0.00     168/255         bound_prim_user [73]
                0.00    0.00     168/255         bound_prim_user_after_mpi [170]
-----------------------------------------------
                0.00    0.01   14884/14884       dump_gen [32]
[88]     0.1    0.00    0.01   14884         gdump_content [88]
                0.00    0.01   14884/475692      dxdxprim [34]
                0.00    0.00  163724/4480084     myset [47]
                0.00    0.00   14884/10019286     bl_coord [48]
                0.00    0.00   14884/2408237     coord [72]
-----------------------------------------------
                0.01    0.00       1/1           init [38]
[89]     0.1    0.01    0.00       1         init_primitives [89]
                0.00    0.00   24884/24884       bl2met2metp2v [115]
                0.00    0.00   14884/14884       init_dsandvels [120]
                0.00    0.00       1/85          bound_prim [103]
                0.00    0.00       1/2           bound_allprim [122]
                0.00    0.00       5/1511        trifprintf [101]
                0.00    0.00       2/87          pre_fixup [175]
-----------------------------------------------
                0.00    0.01       2/4           init [38]
                0.00    0.01       2/4           diag [15]
[90]     0.1    0.00    0.01       4         dump [90]
                0.00    0.01       4/113         dump_gen [32]
                0.00    0.00       8/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.01       4/4           diag [15]
[91]     0.1    0.00    0.01       4         restart_write [91]
                0.00    0.01       4/113         dump_gen [32]
                0.00    0.00       8/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.01   59536/59536       dump_content [50]
[92]     0.1    0.00    0.01   59536         compute_entropy [92]
                0.01    0.00   59536/59536       compute_entropy_idealgas [93]
-----------------------------------------------
                0.01    0.00   59536/59536       compute_entropy [92]
[93]     0.1    0.01    0.00   59536         compute_entropy_idealgas [93]
                0.00    0.00   59536/19201596     pressure_rho0_u_idealgas [60]
-----------------------------------------------
                0.01    0.00 5040000/5040000     func_Eprime [22]
[94]     0.1    0.01    0.00 5040000         compute_idrho0dp [94]
                0.00    0.00 5040000/5040000     compute_idrho0dp_idealgas [136]
-----------------------------------------------
                0.01    0.00  840000/840000      Utoprim_jon_nonrelcompat_inputnorestmass [16]
[95]     0.1    0.01    0.00  840000         check_Wp [95]
-----------------------------------------------
                0.01    0.00      96/96          image_dump [18]
[96]     0.1    0.01    0.00      96         prminmaxsum [96]
-----------------------------------------------
                                                 <spontaneous>
[97]     0.1    0.01    0.00                 PtoP [97]
-----------------------------------------------
                                                 <spontaneous>
[98]     0.1    0.01    0.00                 forcefree_inversion [98]
-----------------------------------------------
                                                 <spontaneous>
[99]     0.1    0.01    0.00                 myget [99]
-----------------------------------------------
                                                 <spontaneous>
[100]    0.1    0.01    0.00                 u_rho0_p_idealgas [100]
-----------------------------------------------
                0.00    0.00       1/1511        pre_init_specific_init [130]
                0.00    0.00       1/1511        set_grid [127]
                0.00    0.00       1/1511        init_mpi [124]
                0.00    0.00       1/1511        init_genfiles [128]
                0.00    0.00       1/1511        myexit [129]
                0.00    0.00       2/1511        set_arrays [62]
                0.00    0.00       2/1511        gdump [112]
                0.00    0.00       3/1511        post_init_specific_init [102]
                0.00    0.00       4/1511        post_par_set [126]
                0.00    0.00       4/1511        debugdump [104]
                0.00    0.00       4/1511        fieldlinedump [106]
                0.00    0.00       4/1511        fluxdumpdump [107]
                0.00    0.00       4/1511        eosdump [105]
                0.00    0.00       4/1511        init_placeongrid [125]
                0.00    0.00       5/1511        init_primitives [89]
                0.00    0.00       8/1511        restart_write [91]
                0.00    0.00       8/1511        dump [90]
                0.00    0.00       8/1511        write_restart_header [123]
                0.00    0.00      11/1511        init [38]
                0.00    0.00      19/1511        init_dumps [45]
                0.00    0.00      20/1511        diag [15]
                0.00    0.00      25/1511        main [1]
                0.00    0.00      70/1511        dump_ener [65]
                0.00    0.00      80/1511        recompute_fluxpositions [119]
                0.00    0.00      84/1511        fluxcalc [6]
                0.00    0.00      84/1511        flux_point2avg [118]
                0.00    0.00     168/1511        fluxcalc_flux [7]
                0.00    0.00     192/1511        image_dump [18]
                0.00    0.00     273/1511        step_ch_simplempi [3]
                0.00    0.00     420/1511        advance_standard [5]
[101]    0.1    0.01    0.00    1511         trifprintf [101]
-----------------------------------------------
                0.00    0.01       1/1           init [38]
[102]    0.1    0.00    0.01       1         post_init_specific_init [102]
                0.01    0.00       1/2           set_dt [85]
                0.00    0.00       3/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00       1/85          init_primitives [89]
                0.00    0.01      84/85          advance_standard [5]
[103]    0.1    0.00    0.01      85         bound_prim [103]
                0.01    0.00      85/255         bound_prim_user [73]
                0.00    0.00      85/255         bound_prim_user_after_mpi [170]
-----------------------------------------------
                0.00    0.01       2/2           diag [15]
[104]    0.1    0.00    0.01       2         debugdump [104]
                0.00    0.01       2/113         dump_gen [32]
                0.00    0.00       4/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.01       2/2           diag [15]
[105]    0.1    0.00    0.01       2         eosdump [105]
                0.00    0.01       2/113         dump_gen [32]
                0.00    0.00       4/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.01       2/2           diag [15]
[106]    0.1    0.00    0.01       2         fieldlinedump [106]
                0.00    0.01       2/113         dump_gen [32]
                0.00    0.00       4/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.01       2/2           diag [15]
[107]    0.1    0.00    0.01       2         fluxdumpdump [107]
                0.00    0.01       2/113         dump_gen [32]
                0.00    0.00       4/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.01       1/1           init [38]
[108]    0.1    0.00    0.01       1         init_conservatives [108]
                0.00    0.00       1/1           pi2Uavg [111]
                0.00    0.00   44652/14055893     get_geometry [31]
-----------------------------------------------
                0.01    0.00 1730736/1730736     getplpr [42]
[109]    0.1    0.01    0.00 1730736         remapdq [109]
-----------------------------------------------
                0.01    0.00 1730736/1730736     getplpr [42]
[110]    0.1    0.01    0.00 1730736         remapplpr [110]
-----------------------------------------------
                0.00    0.00       1/1           init_conservatives [108]
[111]    0.0    0.00    0.00       1         pi2Uavg [111]
                0.00    0.00   14884/2251172     primtoU [28]
                0.00    0.00   14884/9314020     get_state [27]
                0.00    0.00   14884/14055893     get_geometry [31]
-----------------------------------------------
                0.00    0.00       1/1           diag [15]
[112]    0.0    0.00    0.00       1         gdump [112]
                0.00    0.00       1/113         dump_gen [32]
                0.00    0.00       2/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00   59536/59536       dump_gen [32]
[113]    0.0    0.00    0.00   59536         rdump_content [113]
                0.00    0.00  119072/4480084     myset [47]
-----------------------------------------------
                0.00    0.00   29768/29768       dump_gen [32]
[114]    0.0    0.00    0.00   29768         eosdump_content [114]
                0.00    0.00  119072/4480084     myset [47]
                0.00    0.00   29768/29768       get_EOS_parms [156]
                0.00    0.00   29768/29768       compute_temp [154]
                0.00    0.00   29768/29768       get_extrasprocessed [158]
-----------------------------------------------
                0.00    0.00   24884/24884       init_primitives [89]
[115]    0.0    0.00    0.00   24884         bl2met2metp2v [115]
                0.00    0.00   24884/14055893     get_geometry [31]
                0.00    0.00   24884/24884       gset [121]
                0.00    0.00   10000/11801260     ucon_calc_rel4vel [37]
                0.00    0.00   14884/14884       ucon_calc_3vel [168]
                0.00    0.00   14884/14884       coordtrans [165]
                0.00    0.00   14884/14884       idxdxprim_ijk [167]
-----------------------------------------------
                0.00    0.00   29768/29768       dump_gen [32]
[116]    0.0    0.00    0.00   29768         debug_content [116]
                0.00    0.00   29768/4480084     myset [47]
-----------------------------------------------
                0.00    0.00   29768/29768       dump_gen [32]
[117]    0.0    0.00    0.00   29768         fluxdump_content [117]
                0.00    0.00   29768/4480084     myset [47]
-----------------------------------------------
                0.00    0.00      84/84          fluxcalc [6]
[118]    0.0    0.00    0.00      84         flux_point2avg [118]
                0.00    0.00      84/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00       1/2           init [38]
                0.00    0.00       1/2           pre_init [41]
[119]    0.0    0.00    0.00       2         recompute_fluxpositions [119]
                0.00    0.00      80/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00   14884/14884       init_primitives [89]
[120]    0.0    0.00    0.00   14884         init_dsandvels [120]
                0.00    0.00   29768/10019286     bl_coord [48]
                0.00    0.00   29768/2408237     coord [72]
                0.00    0.00   14884/14884       get_compdimen [166]
-----------------------------------------------
                0.00    0.00   24884/24884       bl2met2metp2v [115]
[121]    0.0    0.00    0.00   24884         gset [121]
                0.00    0.00   10000/14055893     get_geometry [31]
                0.00    0.00   29768/29785       bl_coord_ijk [134]
                0.00    0.00   29768/29784       gcov_func [150]
                0.00    0.00   29768/29784       gdet_func_singcheck [151]
                0.00    0.00   14884/14894       coord_ijk [162]
                0.00    0.00   14884/14892       gcon_func [163]
                0.00    0.00   14884/14884       assign_eomfunc [164]
-----------------------------------------------
                0.00    0.00       1/2           init_primitives [89]
                0.00    0.00       1/2           init [38]
[122]    0.0    0.00    0.00       2         bound_allprim [122]
                0.00    0.00       2/255         bound_prim_user [73]
                0.00    0.00       2/255         bound_prim_user_after_mpi [170]
-----------------------------------------------
                0.00    0.00       4/4           dump_gen [32]
[123]    0.0    0.00    0.00       4         write_restart_header [123]
                0.00    0.00       8/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00       1/1           pre_init [41]
[124]    0.0    0.00    0.00       1         init_mpi [124]
                0.00    0.00       1/1           init_placeongrid [125]
                0.00    0.00       1/1           init_genfiles [128]
                0.00    0.00       1/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00       1/1           init_mpi [124]
[125]    0.0    0.00    0.00       1         init_placeongrid [125]
                0.00    0.00       4/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[126]    0.0    0.00    0.00       1         post_par_set [126]
                0.00    0.00       4/1511        trifprintf [101]
                0.00    0.00       1/1           interp_loop_set [202]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[127]    0.0    0.00    0.00       1         set_grid [127]
                0.00    0.00       1/1511        trifprintf [101]
                0.00    0.00       8/475692      dxdxprim [34]
                0.00    0.00       1/1           set_drsing [131]
                0.00    0.00       8/10019286     bl_coord [48]
                0.00    0.00       8/2408237     coord [72]
                0.00    0.00       1/14055893     get_geometry [31]
                0.00    0.00       8/29785       bl_coord_ijk [134]
                0.00    0.00       8/8           eomfunc_func [135]
                0.00    0.00       9/14894       coord_ijk [162]
                0.00    0.00       8/14900       matrix_inverse [161]
                0.00    0.00       8/29784       gcov_func [150]
                0.00    0.00       8/29784       gdet_func_singcheck [151]
                0.00    0.00       8/14892       gcon_func [163]
                0.00    0.00       1/1           control_time_store_metric [196]
                0.00    0.00       1/1           set_points [206]
                0.00    0.00       1/1           conn_func [195]
-----------------------------------------------
                0.00    0.00       1/1           init_mpi [124]
[128]    0.0    0.00    0.00       1         init_genfiles [128]
                0.00    0.00       1/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[129]    0.0    0.00    0.00       1         myexit [129]
                0.00    0.00       1/1511        trifprintf [101]
                0.00    0.00       1/22          myfclose [183]
                0.00    0.00       1/4895        myfprintf [169]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[130]    0.0    0.00    0.00       1         pre_init_specific_init [130]
                0.00    0.00       1/1511        trifprintf [101]
-----------------------------------------------
                0.00    0.00       1/1           set_grid [127]
[131]    0.0    0.00    0.00       1         set_drsing [131]
                0.00    0.00       1/1           dxdxprim_ijk [132]
                0.00    0.00       1/29785       bl_coord_ijk [134]
                0.00    0.00       1/14894       coord_ijk [162]
-----------------------------------------------
                0.00    0.00       1/1           set_drsing [131]
[132]    0.0    0.00    0.00       1         dxdxprim_ijk [132]
                0.00    0.00       1/475693      dxdxp_numerical [33]
                0.00    0.00       1/10019286     bl_coord [48]
                0.00    0.00       1/2408237     coord [72]
-----------------------------------------------
                0.00    0.00      13/13          dump_gen [32]
[133]    0.0    0.00    0.00      13         dump_header [133]
                0.00    0.00      39/2408237     coord [72]
-----------------------------------------------
                0.00    0.00       1/29785       set_drsing [131]
                0.00    0.00       8/29785       set_grid [127]
                0.00    0.00       8/29785       eomfunc_func [135]
                0.00    0.00   29768/29785       gset [121]
[134]    0.0    0.00    0.00   29785         bl_coord_ijk [134]
                0.00    0.00       1/10019286     bl_coord [48]
                0.00    0.00       1/2408237     coord [72]
-----------------------------------------------
                0.00    0.00       8/8           set_grid [127]
[135]    0.0    0.00    0.00       8         eomfunc_func [135]
                0.00    0.00       8/29785       bl_coord_ijk [134]
                0.00    0.00       8/29784       gcov_func [150]
                0.00    0.00       8/29784       gdet_func_singcheck [151]
-----------------------------------------------
                0.00    0.00 5040000/5040000     compute_idrho0dp [94]
[136]    0.0    0.00    0.00 5040000         compute_idrho0dp_idealgas [136]
-----------------------------------------------
                0.00    0.00 2520000/2520000     find_root_1D_gen_Eprime [20]
[137]    0.0    0.00    0.00 2520000         validate_x_1d [137]
-----------------------------------------------
                0.00    0.00    1344/1766352     slope_lim_pointtype [14]
                0.00    0.00 1765008/1766352     global_vchar [74]
[138]    0.0    0.00    0.00 1766352         choose_limiter [138]
-----------------------------------------------
                0.00    0.00       1/1680001     pre_init [41]
                0.00    0.00 1680000/1680001     Utoprim_jon_nonrelcompat_inputnorestmass [16]
[139]    0.0    0.00    0.00 1680001         pickeos_eomtype [139]
-----------------------------------------------
                0.00    0.00  840000/840000      Utoprim_jon_nonrelcompat_inputnorestmass [16]
[140]    0.0    0.00    0.00  840000         check_on_inversion [140]
-----------------------------------------------
                0.00    0.00  840000/840000      find_root_1D_gen_Eprime [20]
[141]    0.0    0.00    0.00  840000         pick_validate_x [141]
-----------------------------------------------
                0.00    0.00  840000/840000      Utoprimgen [12]
[142]    0.0    0.00    0.00  840000         signavoidzero [142]
-----------------------------------------------
                0.00    0.00  840000/840000      source [19]
[143]    0.0    0.00    0.00  840000         sourcephysics [143]
-----------------------------------------------
                0.00    0.00   20000/79536       divbmaxavg [193]
                0.00    0.00   59536/79536       dump_content [50]
[144]    0.0    0.00    0.00   79536         setfdivb [144]
-----------------------------------------------
                0.00    0.00   59536/59536       dump_content [50]
[145]    0.0    0.00    0.00   59536         lower_vec [145]
-----------------------------------------------
                0.00    0.00   59536/59536       dump_content [50]
[146]    0.0    0.00    0.00   59536         lowerf [146]
-----------------------------------------------
                0.00    0.00   44700/44700       gaussj [160]
[147]    0.0    0.00    0.00   44700         free_ivector [147]
-----------------------------------------------
                0.00    0.00   44700/44700       gaussj [160]
[148]    0.0    0.00    0.00   44700         ivector [148]
-----------------------------------------------
                0.00    0.00   29784/29784       gcov_func [150]
[149]    0.0    0.00    0.00   29784         bl_coord_ijk_2 [149]
-----------------------------------------------
                0.00    0.00       8/29784       set_grid [127]
                0.00    0.00       8/29784       eomfunc_func [135]
                0.00    0.00   29768/29784       gset [121]
[150]    0.0    0.00    0.00   29784         gcov_func [150]
                0.00    0.00   29784/29784       bl_coord_ijk_2 [149]
                0.00    0.00      16/16          gcov2gcovprim [190]
-----------------------------------------------
                0.00    0.00       8/29784       set_grid [127]
                0.00    0.00       8/29784       eomfunc_func [135]
                0.00    0.00   29768/29784       gset [121]
[151]    0.0    0.00    0.00   29784         gdet_func_singcheck [151]
                0.00    0.00   29784/29784       ludcmp [152]
                0.00    0.00       1/2           dmatrix [194]
-----------------------------------------------
                0.00    0.00   29784/29784       gdet_func_singcheck [151]
[152]    0.0    0.00    0.00   29784         ludcmp [152]
                0.00    0.00       1/1           dvector [197]
-----------------------------------------------
                0.00    0.00   29768/29768       get_extrasprocessed_idealgas [159]
