#Gamma = 1.333333333333333333333333 Rcr = 8. uu1cr = -0.25 rhocr = 0.000421875
#Nx = 64 Rin = 1.9 Rout = 20. R0 = 0 xstart = 0.641853886172394775991036 dx = 0.03677934980283744089756543 istart = -11
# i	myx	myr	rho	uu1	u
-11 0.255670713242601646566599 1.291327440897098657308153 0.003922276285678238822 -1.0320312091300850387 0.001855690299963350296
-10 0.292450063045439087464164 1.33970583406409175160341 0.00373146200377109813 -1.0078730949111608788 0.001736307413913497831
-9 0.32922941284827652836173 1.389896679171077862630571 0.003550410970013973881 -0.9841473139856782724 0.001624897948670462145
-8 0.366008762651113969259295 1.441967878060589157820903 0.003378612327042031107 -0.9608470003472271982 0.001520917782767570561
-7 0.402788112453951410156861 1.495989876455145751224852 0.003215582326513942881 -0.9379654265823055771 0.001423860466796759034
-6 0.439567462256788851054426 1.552035759261376353987804 0.00306086287962801572 -0.9154960013046859941 0.001333254589768383469
-5 0.476346812059626291951992 1.6101813494446200229896 0.002914020185422926923 -0.8934322666443602824 0.00124866133077404872
-4 0.513126161862463732849557 1.670505310607773793318491 0.002774643432685077862 -0.8717678957897838656 0.0011696721828623333949
-3 0.549905511665301173747122 1.73308925341316235473832 0.002642343571508798951 -0.8504966905820631699 0.0010959068369640378935
-2 0.586684861468138614644688 1.798017845991405053325137 0.002516752150767848034 -0.8296125791596453859 0.0010270112145646558521
-1 0.623464211270976055542253 1.865378928486649400747073 0.002397520217957468961 -0.8091096136519801369 0.0009626556386218209171
0 0.660243561073813496439819 1.935263631893136252502795 0.00228431727805633153 -0.7889819679205269584 0.0009025331329688371717
1 0.697022910876650937337384 2.007766501343867443468426 0.002176830308237535198 -0.7692239353453806444 0.0008463578411360815179
2 0.73380226067948837823495 2.08298562401816979860678 0.00207476282542807344 -0.7498299266556782194 0.0007938635561638039465
3 0.770581610482325819132515 2.161022761841198217195833 0.001977834003877240637 -0.7307944678018363064 0.000744802353576116268
4 0.80736096028516326003008 2.241983489154903414242468 0.001885777840046908129 -0.712112197867545726 0.000698943320239974967
5 0.844140310088000700927646 2.325977335546715663383457 0.001798342362280863889 -0.6937778670193210673 0.000656071372347724294
6 0.880919659890838141825211 2.413117934029173620638947 0.001715288882846939309 -0.6757863344912665212 0.000615986156240054203
7 0.917699009693675582722777 2.503523174770966457864129 0.001636391290074851747 -0.6581325666025752884 0.0005785010262306295763
8 0.954478359496513023620342 2.597315364587367892292698 0.001561435378434965194 -0.6408116348051282854 0.0005434420940065645731
9 0.991257709299350464517908 2.694621392405832424741603 0.0014902182145188854053 -0.6238187137583985766 0.0005106473445625806614
10 1.028037059102187905415473 2.795572900930607735066866 0.001422547536992311405 -0.6071490794287010584 0.0004799658139831725782
11 1.064816408905025346313038 2.900306464738603665458482 0.0013582411886941955689 -0.5907981072096524648 0.0004512568247183398161
12 1.101595758707862787210604 3.008963775047458895984086 0.0012971265791543341673 -0.5747612700605250658 0.0004243892743062122611
13 1.138375108510700228108169 3.121691831405773053343567 0.0012390401758943176595 -0.5590341366589888324 0.0003992409737818705222
14 1.175154458313537669005735 3.238643140564836804973529 0.001183827022964597239 -0.543612369564541927 0.0003756980322773795859
15 1.2119338081163751099033 3.35997592280090814584232 0.0011313402852535383003 -0.5284917233887288884 0.0003536542845649544329
16 1.248713157919212550800866 3.485854325967162728551415 0.0010814408171829854637 -0.5136680429680407914 0.0003330107585245921564
17 1.285492507722049991698431 3.616448647564903355185334 0.0010339967544792969303 -0.4991372615351832324 0.0003136751797306763336
18 1.322271857524887432595996 3.751935565134462789085741 0.0009888831277792448452 -0.4848953988841877535 0.0002955615105501374773
19 1.359051207327724873493562 3.892498375277489533739849 0.0009459814968968375652 -0.4709385595246321655 0.0002785895213288082765
20 1.395830557130562314391127 4.038327241633983391516403 0.0009051796046402023921 -0.4572629308200274405 0.0002626843914136380919
21 1.432609906933399755288693 4.18961945214956225477732 0.0008663710491273658096 -0.4438647811052260939 0.0002477763379173514636
22 1.469389256736237196186258 4.3465796859810100855093 0.0008294549736062645803 -0.4307404577775125092 0.0002338002702798082949
23 1.506168606539074637083824 4.50942029040119541064729 0.0007943357728377879034 -0.4178863853558530644 0.0002206954688175463323
24 1.542947956341912077981389 4.67836156807797753931501 0.0007609228151512512966 -0.4052990635026175997 0.0002084052855805002409
25 1.579727306144749518878954 4.85363207511575239678896 0.0007291301793295918722 -0.3929750650019384982 0.0001968768659533843837
26 1.61650665594758695977652 5.03546893026285035525504 0.0006988764055268986446 -0.3809110336887550231 0.0001860608895493377824
27 1.653286005750424400674085 5.22411813570310442185819 0.0006700842594637892755 -0.3691036823225047752 0.0001759113290457538759
28 1.690065355553261841571651 5.41983490986557905661999 0.000642680509186747702 -0.3575497903993781251 0.0001663852257073066382
29 1.726844705356099282469216 5.62288403270270893862486 0.0006165957137159699385 -0.3462462018970528969 0.0001574424804295512952
30 1.763624055158936723366782 5.83354020390396517487699 0.0005917640229426459558 -0.335189822945883797 0.0001490456592185988393
31 1.800403404961774164264347 6.05208841452966657290877 0.0005681229881710456249 -0.3243776194206431669 0.000141159812098681558
32 1.837182754764611605161912 6.27882433256770935102744 0.0005456133827333820721 -0.3138066144471062975 0.0001337523045103532307
33 1.873962104567449046059478 6.51405470293482460144849 0.0005241790321362965609 -0.3034738858180560692 0.0001267926603279847183
34 1.910741454370286486957043 6.75809776246351443412024 0.0005037666532270399812 -0.2933765633136588193 0.0001202524156864784427
35 1.947520804173123927854609 7.01128367043609145011483 0.0004843257018951068325 -0.2835118259216471431 0.0001141049828640636435
36 1.984300153975961368752174 7.27395495524827945081828 0.0004658082288512930018 -0.2738768989533469812 0.0001083255235209547647
37 2.02107950377879880964974 7.54646697780665453812324 0.0004481687430509786925 -0.2644690510523168699 0.0001028908306428425902
38 2.057858853581636250547305 7.82918841228684452279286 0.0004313640823519581348 -0.2552855910932372358 0.0000977792185839063039
39 2.094638203384473691444871 8.12250174490289146049402 0.0004153532910194193458 -0.2463238649697069354 0.0000929704206465301562
