  0.100000E+01  0.250000E+00  0.500000E+00  0.187500E+01
  0.100000E+01  0.000000E+00  0.141421E+01  0.500000E+00 0.05555556  0.1029E+01
  0.100001E+01  0.983927E-05  0.141419E+01  0.499995E+00 0.05555659  0.1029E+01
  0.100001E+01  0.100685E-04  0.141419E+01  0.499995E+00 0.05555661  0.1029E+01
  0.100001E+01  0.103030E-04  0.141419E+01  0.499995E+00 0.05555664  0.1029E+01
  0.100001E+01  0.105430E-04  0.141419E+01  0.499995E+00 0.05555666  0.1029E+01
  0.100001E+01  0.107886E-04  0.141419E+01  0.499995E+00 0.05555669  0.1029E+01
  0.100001E+01  0.110399E-04  0.141419E+01  0.499994E+00 0.05555671  0.1029E+01
  0.100001E+01  0.112970E-04  0.141419E+01  0.499994E+00 0.05555674  0.1029E+01
  0.100001E+01  0.115602E-04  0.141419E+01  0.499994E+00 0.05555677  0.1029E+01
  0.100001E+01  0.118294E-04  0.141419E+01  0.499994E+00 0.05555680  0.1029E+01
  0.100001E+01  0.121050E-04  0.141419E+01  0.499994E+00 0.05555683  0.1029E+01
  0.100001E+01  0.123869E-04  0.141419E+01  0.499994E+00 0.05555686  0.1029E+01
  0.100001E+01  0.126755E-04  0.141419E+01  0.499994E+00 0.05555689  0.1029E+01
  0.100001E+01  0.129707E-04  0.141419E+01  0.499994E+00 0.05555692  0.1029E+01
  0.100001E+01  0.132729E-04  0.141419E+01  0.499993E+00 0.05555695  0.1029E+01
  0.100001E+01  0.135820E-04  0.141418E+01  0.499993E+00 0.05555698  0.1029E+01
  0.100001E+01  0.138984E-04  0.141418E+01  0.499993E+00 0.05555701  0.1029E+01
  0.100001E+01  0.142221E-04  0.141418E+01  0.499993E+00 0.05555705  0.1029E+01
  0.100001E+01  0.145534E-04  0.141418E+01  0.499993E+00 0.05555708  0.1029E+01
  0.100001E+01  0.148924E-04  0.141418E+01  0.499993E+00 0.05555712  0.1029E+01
  0.100002E+01  0.152393E-04  0.141418E+01  0.499992E+00 0.05555715  0.1029E+01
  0.100002E+01  0.155943E-04  0.141418E+01  0.499992E+00 0.05555719  0.1029E+01
  0.100002E+01  0.159575E-04  0.141418E+01  0.499992E+00 0.05555723  0.1029E+01
  0.100002E+01  0.163292E-04  0.141418E+01  0.499992E+00 0.05555727  0.1029E+01
  0.100002E+01  0.167096E-04  0.141418E+01  0.499992E+00 0.05555731  0.1029E+01
  0.100002E+01  0.170988E-04  0.141418E+01  0.499991E+00 0.05555735  0.1029E+01
  0.100002E+01  0.174971E-04  0.141418E+01  0.499991E+00 0.05555739  0.1029E+01
  0.100002E+01  0.179047E-04  0.141418E+01  0.499991E+00 0.05555743  0.1029E+01
  0.100002E+01  0.183217E-04  0.141417E+01  0.499991E+00 0.05555748  0.1029E+01
  0.100002E+01  0.187485E-04  0.141417E+01  0.499991E+00 0.05555752  0.1029E+01
  0.100002E+01  0.191852E-04  0.141417E+01  0.499990E+00 0.05555757  0.1029E+01
  0.100002E+01  0.196321E-04  0.141417E+01  0.499990E+00 0.05555762  0.1029E+01
  0.100002E+01  0.200894E-04  0.141417E+01  0.499990E+00 0.05555766  0.1029E+01
  0.100002E+01  0.205574E-04  0.141417E+01  0.499990E+00 0.05555771  0.1029E+01
  0.100002E+01  0.210362E-04  0.141417E+01  0.499989E+00 0.05555776  0.1029E+01
  0.100002E+01  0.215262E-04  0.141417E+01  0.499989E+00 0.05555781  0.1029E+01
  0.100002E+01  0.220277E-04  0.141417E+01  0.499989E+00 0.05555787  0.1029E+01
  0.100002E+01  0.225408E-04  0.141417E+01  0.499989E+00 0.05555792  0.1029E+01
  0.100002E+01  0.230658E-04  0.141416E+01  0.499988E+00 0.05555798  0.1029E+01
  0.100002E+01  0.236031E-04  0.141416E+01  0.499988E+00 0.05555803  0.1029E+01
  0.100002E+01  0.241529E-04  0.141416E+01  0.499988E+00 0.05555809  0.1029E+01
  0.100002E+01  0.247155E-04  0.141416E+01  0.499988E+00 0.05555815  0.1029E+01
  0.100003E+01  0.252912E-04  0.141416E+01  0.499987E+00 0.05555821  0.1029E+01
  0.100003E+01  0.258803E-04  0.141416E+01  0.499987E+00 0.05555827  0.1029E+01
  0.100003E+01  0.264832E-04  0.141416E+01  0.499987E+00 0.05555833  0.1029E+01
  0.100003E+01  0.271001E-04  0.141416E+01  0.499986E+00 0.05555840  0.1029E+01
  0.100003E+01  0.277313E-04  0.141415E+01  0.499986E+00 0.05555847  0.1029E+01
  0.100003E+01  0.283773E-04  0.141415E+01  0.499986E+00 0.05555853  0.1029E+01
  0.100003E+01  0.290383E-04  0.141415E+01  0.499985E+00 0.05555860  0.1029E+01
  0.100003E+01  0.297147E-04  0.141415E+01  0.499985E+00 0.05555867  0.1029E+01
  0.100003E+01  0.304069E-04  0.141415E+01  0.499985E+00 0.05555875  0.1029E+01
  0.100003E+01  0.311152E-04  0.141415E+01  0.499984E+00 0.05555882  0.1029E+01
  0.100003E+01  0.318400E-04  0.141415E+01  0.499984E+00 0.05555890  0.1029E+01
  0.100003E+01  0.325816E-04  0.141414E+01  0.499984E+00 0.05555897  0.1029E+01
  0.100003E+01  0.333406E-04  0.141414E+01  0.499983E+00 0.05555905  0.1029E+01
  0.100003E+01  0.341172E-04  0.141414E+01  0.499983E+00 0.05555914  0.1029E+01
  0.100003E+01  0.349119E-04  0.141414E+01  0.499983E+00 0.05555922  0.1029E+01
  0.100004E+01  0.357252E-04  0.141414E+01  0.499982E+00 0.05555930  0.1029E+01
  0.100004E+01  0.365573E-04  0.141414E+01  0.499982E+00 0.05555939  0.1029E+01
  0.100004E+01  0.374089E-04  0.141413E+01  0.499981E+00 0.05555948  0.1029E+01
  0.100004E+01  0.382803E-04  0.141413E+01  0.499981E+00 0.05555957  0.1029E+01
  0.100004E+01  0.391720E-04  0.141413E+01  0.499980E+00 0.05555967  0.1029E+01
  0.100004E+01  0.400845E-04  0.141413E+01  0.499980E+00 0.05555976  0.1029E+01
  0.100004E+01  0.410182E-04  0.141413E+01  0.499979E+00 0.05555986  0.1029E+01
  0.100004E+01  0.419737E-04  0.141412E+01  0.499979E+00 0.05555996  0.1029E+01
  0.100004E+01  0.429514E-04  0.141412E+01  0.499979E+00 0.05556006  0.1029E+01
  0.100004E+01  0.439519E-04  0.141412E+01  0.499978E+00 0.05556017  0.1029E+01
  0.100004E+01  0.449757E-04  0.141412E+01  0.499978E+00 0.05556028  0.1029E+01
  0.100005E+01  0.460234E-04  0.141412E+01  0.499977E+00 0.05556039  0.1029E+01
  0.100005E+01  0.470955E-04  0.141411E+01  0.499976E+00 0.05556050  0.1029E+01
  0.100005E+01  0.481925E-04  0.141411E+01  0.499976E+00 0.05556061  0.1029E+01
  0.100005E+01  0.493151E-04  0.141411E+01  0.499975E+00 0.05556073  0.1029E+01
  0.100005E+01  0.504639E-04  0.141411E+01  0.499975E+00 0.05556085  0.1029E+01
  0.100005E+01  0.516394E-04  0.141410E+01  0.499974E+00 0.05556097  0.1029E+01
  0.100005E+01  0.528423E-04  0.141410E+01  0.499974E+00 0.05556110  0.1029E+01
  0.100005E+01  0.540732E-04  0.141410E+01  0.499973E+00 0.05556123  0.1029E+01
  0.100006E+01  0.553328E-04  0.141410E+01  0.499972E+00 0.05556136  0.1029E+01
  0.100006E+01  0.566217E-04  0.141409E+01  0.499972E+00 0.05556150  0.1029E+01
  0.100006E+01  0.579407E-04  0.141409E+01  0.499971E+00 0.05556164  0.1029E+01
  0.100006E+01  0.592904E-04  0.141409E+01  0.499970E+00 0.05556178  0.1029E+01
  0.100006E+01  0.606715E-04  0.141408E+01  0.499970E+00 0.05556192  0.1029E+01
